AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
27002429,,02/11/2021,,Clinical Laboratory,PRECISION IMAGING CENTERS,14444 BEACH BLVD  SUITE 23,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 996-8100,14444 BEACH BLVD  SUITE 23,,JACKSONVILLE BEACH,FL,32250,Duval,FED CERTIFIED,,,,0,,
14876,13644,12/06/2022,12/05/2024,Health Care Clinic,PRECISION IMAGING CENTERS,7860 GATE PARKWAY STE 123,,JACKSONVILLE,FL,32256,Duval,(904) 996-8100,7860 GATE PARKWAY STE 123,,JACKSONVILLE,FL,32256,Duval,LICENSED,THE MEDICAL IMAGING PARTNERSHIP - JAX1 LLC,07/07/2022,KATHRYN LEIGH PEARSON,0,For-Profit,
18175,17570,12/12/2022,12/11/2024,Health Care Clinic Exemption,PREMIER PHYSICAL THERAPY AND REHABILITATION OF JACKSONVILLE INC,13947 BEACH BLVD #109,,JACKSONVILLE,FL,32224,Duval,(904) 996-6922,13947 BEACH BLVD #109,,JACKSONVILLE,FL,32224,Duval,EXEMP CERTIFIED,,12/12/2022,,0,For-Profit,
26995072,,10/05/2022,,Clinical Laboratory,PREMISE HEALTH OF FLORIDA MEDICAL  P.A.,7500 CENTURION PKWY STE 100,,JACKSONVILLE,FL,32256,Duval,(904) 443-1100,7500 CENTURION PKWY STE 100,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,,,0,,
39973301,239006,12/10/2022,12/09/2024,Homemaker and Companion Service,PRESTIGE COMFORT CARE LLC,5219 BRIGHTON PARK LN,,JACKSONVILLE,FL,32210,Duval,(904) 994-0935,5219 BRIGHTON PARK LN,,JACKSONVILLE,FL,32210,Duval,REGISTERED,PRESTIGE COMFORT CARE LLC,10/28/2022,JASMINE STANLEY,0,For-Profit,
16852,16401,12/10/2021,12/09/2023,Health Care Clinic Exemption,PRIMARY HEALTH CARE ALLIANCE,3665 SPRING PARK ROAD,,JACKSONVILLE,FL,32207,Duval,(305) 891-6778,1807 NW 127TH AVE,,PEMBROKE PINES,FL,33028,,EXEMP CERTIFIED,,10/08/2021,,0,Not-For-Profit,www.anewstartfs.org
27004550,,11/08/2022,,Clinical Laboratory,PRIMARY PLUS OCCUPATIONAL HEALTH CARE INC.,3636 UNIVERSITY BLVD SOUTH  STE A-8,,JACKSONVILLE,FL,32216,Duval,(904) 800-9534,12243 RIDGE FOREST LN,,JACKSONVILLE,FL,32246,Duval,FED CERTIFIED,,04/02/2021,,0,,
2963,2763,11/02/2022,11/01/2024,Health Care Services Pool,PRINCIPLE MEDICAL STAFFING AGENCY LLC,6054 ARLINGTON EXPRESSWAY STE 8,,JACKSONVILLE,FL,32211,Duval,(877) 933-2320,6054 ARLINGTON EXPRESSWAY STE 8,,JACKSONVILLE,FL,32211,Duval,REGISTERED,PRINCIPLE MEDICAL STAFFING AGENCY LLC,11/02/2022,NICHOLE BROWN,0,For-Profit,principlemedicalstaffing.org
26997330,,,,Clinical Laboratory,PRISAT PA,3685 CROWN POINT COURT,,JACKSONVILLE,FL,32257,Duval,(904) 880-8840,3685 CROWN POINT COURT,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,,,0,,
4942,1313910,09/15/2021,09/14/2023,Home Medical Equipment Provider,PRISM HEALTH SERVICES LLC,6971 BUSINESS PARK BLVD NORTH,,JACKSONVILLE,FL,32256,Duval,(904) 880-9900,6971 BUSINESS PARK BLVD NORTH,,JACKSONVILLE,FL,32256,Duval,LICENSED,PRISM HEALTH SERVICES LLC,05/14/2013,PRACHI RATHI,0,For-Profit,www.prismhealthservices.net
2480,2370,02/19/2021,02/18/2023,Health Care Services Pool,PRN PRO NURSE STAFFING AND MEDICAL SERVICES LLC,301 BAY ST STE 14180,,JACKSONVILLE,FL,32202,Duval,(904) 701-8605,301 BAY ST STE 14180,,JACKSONVILLE,FL,32202,Duval,REGISTERED,PRN PRO NURSE STAFFING AND MEDICAL SERVICES LLC,01/22/2021,SHALONDA BROWN-WALKER,0,For-Profit,www.prnprostaffing.com
27008867,,02/23/2022,,Clinical Laboratory,PRN PROFESSIONAL LABOATORY SERVICES LLC,301 WEST BAY STREET SUITE 14180,,JACKSONVILLE,FL,32202,Duval,(904) 607-6519,301 WEST BAY STREET SUITE 14180,,JACKSONVILLE,FL,32202,Duval,FED CERTIFIED,,02/23/2022,,0,,
2018,2562,12/03/2021,12/02/2023,Health Care Services Pool,PROFESSIONAL MEDICAL SERVICES,10852 LEM TURNER RD,,JACKSONVILLE,FL,32218,Duval,(904) 482-3810,10852 LEM TURNER RD,,JACKSONVILLE,FL,32218,Duval,REGISTERED,COURTNEY ORBE,07/07/2016,COURTNEY LUCA ORBE,0,For-Profit,
27007008,,09/24/2021,,Clinical Laboratory,PROJECT HEALTH & ESTHETICS INC,6783 CHESTER PARK CIRCLE,,JACKSONVILLE,FL,32222,Duval,(904) 554-9489,6783 CHESTER PARK CIRCLE,,JACKSONVILLE,FL,32222,Duval,FED CERTIFIED,,09/24/2021,,0,,
22960095,50370971,12/05/2021,12/04/2023,Hospice,PROMEDICA HOSPICE (JACKSONVILLE),8130 BAYMEADOWS WAY W STE 201,,JACKSONVILLE,FL,32256-7451,Duval,(904) 737-2553,333 N SUMMIT ST,STE 16,TOLEDO,OH,43604-2615,,LICENSED,HCR MANOR CARE SERVICES OF FLORIDA LLC,09/06/2007,BETH MILLER,0,Not-For-Profit,Jacksonville
39973705,238435,03/21/2022,03/20/2024,Homemaker and Companion Service,PROMISE TO CARE HOMEMAKER COMPANION SERVICES LLC,7454 SMYRNA ST,,JACKSONVILLE,FL,32208,Duval,(904) 333-7276,7454 SMYRNA ST,,JACKSONVILLE,FL,32208,Duval,REGISTERED,PROMISE TO CARE HOMEMAKER COMPANION SERVICES LLC,11/08/2021,TANYA HAYWOOD,0,For-Profit,
39971326,236335,09/30/2021,01/21/2024,Homemaker and Companion Service,PROMISING LOVE PERSONAL AND HOME CARE SERVICES LLC,3006 RIBAULT SCENIC DR,,JACKSONVILLE,FL,32208,Duval,(904) 554-1696,3006 RIBAULT SCENIC DR,,JACKSONVILLE,FL,32208,Duval,REGISTERED,PROMISING LOVE PERSNAL AND HOME CARE SERVICES  LLC,10/24/2019,SHANNON DEANN ETHRIDGE,0,For-Profit,
17959,17426,10/20/2022,10/19/2024,Health Care Clinic Exemption,PROVIDENCE PRIMARY CARE,9765 SAN JOSE BLVD 103,,JACKSONVILLE,FL,32257,Duval,(904) 476-0966,P O BOX 2585,,JACKSONVILLE,FL,32203,Duval,EXEMP CERTIFIED,,10/20/2022,,0,For-Profit,
27011198,,11/18/2022,,Clinical Laboratory,PRUITTHEALTH HOME HEALTH  INC,4250 LAKESIDE DR - STE 214,DBA PRUITTHEALTH AT HOME - JACKSONVILLE,JACKSONVILLE,FL,32210,Duval,(770) 896-6200,1626 JEURGENS COURT,LEGAL DEPT,NORCORSS,GA,30093,,FED CERTIFIED,,11/18/2022,,0,,
27000286,,,,Clinical Laboratory,PSL JAX BEACH OPERATIONS LLC,1315 2ND AVE N,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 829-6479,1315 2ND AVE N,,JACKSONVILLE BEACH,FL,32250,Duval,FED CERTIFIED,,,,0,,
15056,14381,05/14/2022,05/13/2024,Health Care Clinic Exemption,PSYCHACCESS AND RECOVERY SOLUTIONS LLC,3636 UNIVERSITY BLVD S,STE  B2,JACKSONVILLE,FL,32216,Duval,(844) 808-9096,3636 UNIVERSITY BLVD S,STE  B2,JACKSONVILLE,FL,32216,Duval,EXEMP CERTIFIED,,05/11/2020,,0,For-Profit,
26993131,,06/16/2020,,Clinical Laboratory,PUBLIC SQUARE PHARMACY LLC,11797 BEACH BLVD - STE 7,,JACKSONVILLE,FL,32246,Duval,(904) 531-4556,11797 BEACH BLVD - STE 7,,JACKSONVILLE,FL,32246,Duval,FED CERTIFIED,,06/16/2020,,0,,
27000403,,,,Clinical Laboratory,PUBLIX PHARMACY #0019,731 DUVAL STATION RD STE 4,,JACKSONVILLE,FL,32218,Duval,(904) 696-3363,731 DUVAL STATION RD STE 4,,JACKSONVILLE,FL,32218,Duval,FED CERTIFIED,,,,0,,
27000562,,,,Clinical Laboratory,PUBLIX PHARMACY #0128,9518 ARGYLE FOREST BLVD,,JACKSONVILLE,FL,32222,Duval,(904) 317-5760,9518 ARGYLE FOREST BLVD,,JACKSONVILLE,FL,32222,Duval,FED CERTIFIED,,,,0,,
27000404,,,,Clinical Laboratory,PUBLIX PHARMACY #0178,13170-29 ATLANTIC BLVD,,JACKSONVILLE,FL,32225,Duval,(904) 221-5765,13170-29 ATLANTIC BLVD,,JACKSONVILLE,FL,32225,Duval,FED CERTIFIED,,,,0,,
27000592,,,,Clinical Laboratory,PUBLIX PHARMACY #0263,7628 103RD ST STE 24,,JACKSONVILLE,FL,32210,Duval,(904) 317-5260,7628 103RD ST STE 24,,JACKSONVILLE,FL,32210,Duval,FED CERTIFIED,,,,0,,
27000406,,,,Clinical Laboratory,PUBLIX PHARMACY #0393,112250-4 OLD ST AUGUSTINE RD,,JACKSONVILLE,FL,32257,Duval,(904) 262-4250,112250-4 OLD ST AUGUSTINE RD,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,,,0,,
27000407,,,,Clinical Laboratory,PUBLIX PHARMACY #0433,14444 BEACH BLVD STE 6,,JACKSONVILLE,FL,32250,Duval,(904) 223-0423,14444 BEACH BLVD STE 6,,JACKSONVILLE,FL,32250,Duval,FED CERTIFIED,,,,0,,
27006855,,,,Clinical Laboratory,PUBLIX PHARMACY #0552,670 MARSH LANDING PKWY,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 273-7606,3300 PUBLIX CORPORATE PARKWAY,,LAKELAND,FL,33811,Polk,FED CERTIFIED,,,,0,,
27000408,,,,Clinical Laboratory,PUBLIX PHARMACY #0589,9100 MERRILL RD,,JACKSONVILLE,FL,32225,Duval,(904) 745-4266,9100 MERRILL RD,,JACKSONVILLE,FL,32225,Duval,FED CERTIFIED,,,,0,,
27000410,,,,Clinical Laboratory,PUBLIX PHARMACY #0631,4495 ROOSEVELT BLVD STE E1,,JACKSONVILLE,FL,32210,Duval,(904) 388-1303,4495 ROOSEVELT BLVD STE E1,,JACKSONVILLE,FL,32210,Duval,FED CERTIFIED,,,,0,,
27000413,,,,Clinical Laboratory,PUBLIX PHARMACY #0644,12620 BEACH BLVD STE 12,,JACKSONVILLE,FL,32246,Duval,(904) 564-3586,12620 BEACH BLVD STE 12,,JACKSONVILLE,FL,32246,Duval,FED CERTIFIED,,,,0,,
27000652,,,,Clinical Laboratory,PUBLIX PHARMACY #0649,6001 ARGYLE FOREST BLVD STE 45,,JACKSONVILLE,FL,32244,Duval,(904) 908-0759,6001 ARGYLE FOREST BLVD STE 45,,JACKSONVILLE,FL,32244,Duval,FED CERTIFIED,,,,0,,
27000414,,,,Clinical Laboratory,PUBLIX PHARMACY #0708,10920 BAYMEADOWS RD,,JACKSONVILLE,FL,32256,Duval,(904) 538-3858,10920 BAYMEADOWS RD,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,,,0,,
27006765,,,,Clinical Laboratory,PUBLIX PHARMACY #0713,4765 HODGES BLVD,,JACKSONVILLE,FL,32224,Duval,(904) 223-5932,3300 PUBLIX CORPORATE PARKWAY,,LAKELAND,FL,33811,Polk,FED CERTIFIED,,,,0,,
27000416,,,,Clinical Laboratory,PUBLIX PHARMACY #0849,2033 RIVERSIDE AVE,,JACKSONVILLE,FL,32204,Duval,(904) 381-1162,2033 RIVERSIDE AVE,,JACKSONVILLE,FL,32204,Duval,FED CERTIFIED,,,,0,,
27000417,,,,Clinical Laboratory,PUBLIX PHARMACY #0884,4320 DEERWOOD LAKE PKWY,,JACKSONVILLE,FL,32216,Duval,(904) 620-8344,4320 DEERWOOD LAKE PKWY,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,,,0,,
27000418,,,,Clinical Laboratory,PUBLIX PHARMACY #1022,11406 SAN JOSE BLVD,,JACKSONVILLE,FL,32223,Duval,(904) 262-5991,11406 SAN JOSE BLVD,,JACKSONVILLE,FL,32223,Duval,FED CERTIFIED,,,,0,,
27000710,,,,Clinical Laboratory,PUBLIX PHARMACY #1037,7749 NORMANDY BLVD,,JACKSONVILLE,FL,32221,Duval,(904) 781-2509,7749 NORMANDY BLVD,,JACKSONVILLE,FL,32221,Duval,FED CERTIFIED,,,,0,,
27000420,,,,Clinical Laboratory,PUBLIX PHARMACY #1066,10500 SAN JOSE BLVD STE 36,,JACKSONVILLE,FL,32257,Duval,(904) 288-6450,10500 SAN JOSE BLVD STE 36,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,,,0,,
27000421,,,,Clinical Laboratory,PUBLIX PHARMACY #1105,13820 ST AUGUSTINE RD,,JACKSONVILLE,FL,32258,Duval,(904) 262-5446,13820 ST AUGUSTINE RD,,JACKSONVILLE,FL,32258,Duval,FED CERTIFIED,,,,0,,
27000422,,,,Clinical Laboratory,PUBLIX PHARMACY #1125,4413 TOWN CENTER PKWY STE 100,,JACKSONVILLE,FL,32246,Duval,(904) 564-3790,4413 TOWN CENTER PKWY STE 100,,JACKSONVILLE,FL,32246,Duval,FED CERTIFIED,,,,0,,
27000423,,,,Clinical Laboratory,PUBLIX PHARMACY #1176,2875 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32217,Duval,(904) 730-7589,2875 UNIVERSITY BLVD W,,JACKSONVILLE,FL,32217,Duval,FED CERTIFIED,,,,0,,
27000424,,,,Clinical Laboratory,PUBLIX PHARMACY #1177,7117 MERRILL RD,,JACKSONVILLE,FL,32277,Duval,(904) 744-8172,7117 MERRILL RD,,JACKSONVILLE,FL,32277,Duval,FED CERTIFIED,,,,0,,
27000426,,,,Clinical Laboratory,PUBLIX PHARMACY #1283,5858 ATLANTIC BLVD,,JACKSONVILLE,FL,32207,Duval,(904) 721-3488,5858 ATLANTIC BLVD,,JACKSONVILLE,FL,32207,Duval,FED CERTIFIED,,,,0,,
27000427,,,,Clinical Laboratory,PUBLIX PHARMACY #1367,630 ATLANTIC BLVD,,NEPTUNE BEACH,FL,32266,Duval,(904) 249-1725,630 ATLANTIC BLVD,,NEPTUNE BEACH,FL,32266,Duval,FED CERTIFIED,,,,0,,
26989143,,04/30/2020,,Clinical Laboratory,INFINITY HOME HEALTH CARE OF FLORIDA INC,4348 SOUTHPOINT BLVD - STE 311,DBA SOUTHEAST HOMECARE,JACKSONVILLE,FL,32216,Duval,(904) 717-9960,4348 SOUTHPOINT BLVD - STE 311,DBA SOUTHEAST HOMECARE,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,03/22/2019,,0,,
12743,11981,09/01/2022,01/11/2024,Health Care Clinic,INFUSION CENTER OF JACKSONVILLE LLC,11512 LAKE MEAD AVENUE,STE 302-303,JACKSONVILLE,FL,32256,Duval,(904) 456-8734,1726 COLE BOULEVARD STE 210,,LAKEWOOD,CO,80401,,LICENSED,RV INFUSION PARTNERS JR LLC,07/07/2019,JOHN PANOS,0,For-Profit,
26993073,,06/12/2020,,Clinical Laboratory,INFUSION CENTER OF JACKSONVILLE LLC,11512 LAKE MEAD AVE - STE 302-303,,JACKSONVILLE,FL,32256,Duval,(904) 456-8734,1726 COLE BLVD - STE 250,,LAKEWOOD,CO,80401,,FED CERTIFIED,,04/30/2020,,0,,
11969709,13464,05/14/2020,05/13/2022,Assisted Living Facility,INGLESIDE ALF HOME  LLC,1433 INGLESIDE AVENUE,,JACKSONVILLE,FL,32205,Duval,(904) 686-0102,1433 INGLESIDE AVENUE,,JACKSONVILLE,FL,32205,Duval,IN REVIEW,INGLESIDE ALF HOME  LLC,04/01/2020,ERA MCGILL,18,For-Profit,www.Inglesidealhome.com
18042,17370,10/11/2022,10/10/2024,Health Care Clinic Exemption,INJURY AND WELLNESS CENTER LLC,6216 SAUTERNE DR,,JACKSONVILLE,FL,32210,Duval,(904) 683-6924,6216 SAUTERNE DR,,JACKSONVILLE,FL,32210,Duval,EXEMP CERTIFIED,,10/11/2022,,0,For-Profit,
18041,17371,10/11/2022,10/10/2024,Health Care Clinic Exemption,INJURY AND WELLNESS CENTERS LLC,8262 POINT MEADOWS DR STE 102,,JACKSONVILLE,FL,32256,Duval,(817) 454-6277,8262 POINT MEADOWS DR STE 102,,JACKSONVILLE,FL,32256,Duval,EXEMP CERTIFIED,,10/11/2022,,0,For-Profit,
5852,1314709,12/10/2021,12/09/2023,Home Medical Equipment Provider,INJURY CLINICS LLC,4244 UNIVERSITY BLVD S,,JACKSONVILLE,FL,32216,Duval,(904) 300-3114,4244 UNIVERSITY BLVD S,,JACKSONVILLE,FL,32216,Duval,LICENSED,INJURY CLINICS LLC,09/11/2019,NATHALIE BLUM,0,For-Profit,www.chiropractorjax.com
5851,1314708,12/10/2021,12/09/2023,Home Medical Equipment Provider,INJURY CLINICS LLC,6640 103RD ST,,JACKSONVILLE,FL,32210,Duval,(904) 300-3114,763 E. DORCHESTER DR,,SAINT JOHNS,FL,32259,St. Johns,LICENSED,INJURY CLINICS LLC,09/11/2019,NATHALIE BLUM,0,For-Profit,www.chiropractorjax.com
11911636,7720,11/27/2020,11/26/2022,Assisted Living Facility,INN AT CYPRESS VILLAGE  THE,4600 MIDDLETON PARK CIRCLE  E.,,JACKSONVILLE,FL,32224,Duval,(904) 223-6100,4600 MIDDLETON PARK CIRCLE  E.,,JACKSONVILLE,FL,32224,Duval,IN REVIEW,CCRC OPCO - CYPRESS VILLAGE  LLC,05/30/2014,STEPHANIE MARKOSKI,112,For-Profit,https://cypressvillageretirement.com/
26994973,,02/01/2023,,Clinical Laboratory,INN AT CYPRESS VILLAGE  THE,4600 MIDDLETON PARK CIR E,,JACKSONVILLE,FL,32224,Duval,(904) 807-6233,4600 MIDDLETON PARK CIR E,,JACKSONVILLE,FL,32224,Duval,FED CERTIFIED,,,,0,,
11192,10538,04/28/2022,04/27/2024,Health Care Clinic,INNERVATE MUSCLE AND NERVE SPECIALIST,14180 OLD ST AUGUSTINE RD STE 207B,,JACKSONVILLE,FL,32258,Duval,(904) 298-2525,PO BOX 1450,,ORANGE PARK,FL,32067,Clay,LICENSED,INNERVATE NEUROLOGY CLINIC INC,11/17/2015,TRAVIS R VON TOBLE,0,For-Profit,www.neurodxflorida.com/innervate/
39965850,231174,05/31/2022,05/30/2024,Homemaker and Companion Service,INNOVATIVE HOME SERVICES BY LCS,4600 MIDDLETON PARK CIR E,,JACKSONVILLE,FL,32224-5691,Duval,(904) 807-6103,400 LOCUST ST,STE 820,DES MOINES,IA,50309-2334,,REGISTERED,LCS COMMUNITY EMPLOYMENT LLC,05/31/2020,SUSAN A MCLEAN,0,For-Profit,
19968198,299995058,05/27/2022,05/26/2024,Home Health Agency,INNOVATIVE HOME SERVICES BY LCS,4600 MIDDLETON PARK CIR E,STE C-138,JACKSONVILLE,FL,32224-5691,Duval,(904) 807-6103,400 LOCUST ST,STE 820,DES MOINES,IA,50309-2334,,LICENSED,LCS COMMUNITY EMPLOYMENT LLC,02/11/2020,TY MORGAN,0,For-Profit,
8213,7945,01/13/2022,01/12/2024,Health Care Clinic,INNOVATIVE IMAGING JACKSONVILLE,10696 OLD ST AUGUSTINE RD,,JACKSONVILLE,FL,32257,Duval,(904) 268-1080,10696 OLD ST AUGUSTINE RD,,JACKSONVILLE,FL,32257,Duval,LICENSED,SAN JOSE IMAGING CENTER  LLC,08/30/2019,SHAHID MAHMOOD NASIR MD,0,For-Profit,
26999218,,,,Clinical Laboratory,INNOVISION MEDICAL PA,8075 GATE PKWY W STE 102  103,,JACKSONVILLE,FL,32216,Duval,(904) 296-7393,8075 GATE PKWY W STE 102  103,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,,,0,,
2707,2621,03/04/2022,03/03/2024,Health Care Services Pool,INSIGHT GLOBAL LLC,5555 GATE PKWY STE 220,,JACKSONVILLE,FL,32256,Duval,(404) 257-7900,1224 HAMMOND DR,,DUNWOODY,GA,30346,,REGISTERED,INSIGHT GLOBAL  LLC,12/20/2021,JESSICA CALZARETTA,0,For-Profit,www.insightglobal.com
15430,14939,12/10/2022,12/09/2024,Health Care Clinic Exemption,INSITE RADIOLOGY,10618 DEERWOOD PK STE 4,,JACKSONVILLE,FL,32256,Duval,(904) 453-8996,210 S FEDERAL HWY STE 403,,HOLLYWOOD,FL,33020,Broward,EXEMP CERTIFIED,,08/18/2021,,0,For-Profit,
27008098,,11/30/2021,,Clinical Laboratory,INSPIRATIONS AT TOWN CENTER,10660 VALIDUS DRIVE,,JACKSONVILLE,FL,32256,Duval,(904) 544-8220,4301 ANCHOR PLAZA PARKWAY  STE 400,,TAMPA,FL,33634,Hillsborough,FED CERTIFIED,,11/30/2021,,0,,
5850,1314675,10/13/2021,10/12/2023,Home Medical Equipment Provider,INTEGRATED HOME CARE,9143 PHILIPS HWY STE 270,,JACKSONVILLE,FL,32256,Duval,(844) 215-4264,3700 COMMERCE PKWY,,MIRAMAR,FL,33025-3912,Broward,LICENSED,DADE MEDICAL INC,07/15/2019,LINDA MENDEZ,0,For-Profit,www.ihcscorp.com
39973337,237981,09/15/2021,09/14/2023,Homemaker and Companion Service,INTEGRITY COMPANION & SUPPORT SERVICES LLC,3119 THOMAS ST,,JACKSONVILLE,FL,32254,Duval,(904) 714-5055,3119 THOMAS ST,,JACKSONVILLE,FL,32254,Duval,REGISTERED,INTEGRITY COMPANION & SUPPORT SERVICES LLC,08/06/2021,SHANQUELL GRAHAM,0,For-Profit,
26993162,,06/03/2022,,Clinical Laboratory,INTEGRITY SPINE AND ORTHOPEDICS LLC,14785 OLD ST AUGUSTINE RD  STE 100,,JACKSONVILLE,FL,32258,Duval,(904) 456-0017,14785 OLD ST AUGUSTINE RD  STE 100,,JACKSONVILLE,FL,32258,Duval,FED CERTIFIED,,09/05/2020,,0,,
13304,12505,11/15/2021,11/17/2022,Health Care Clinic,INTEGRITY SPINE AND ORTHOPEDICS LLC,14785 OLD ST. AUGUSTINE RD,SUITE 100,JACKSONVILLE,FL,32258,Duval,(904) 456-0017,14785 OLD ST. AUGUSTINE RD,SUITE 100,JACKSONVILLE,FL,32258,Duval,IN REVIEW,INTEGRITY SPINE AND ORTHOPEDICS  LLC,08/13/2020,JEFFRY DRESSANDER MD,0,For-Profit,www.integrityspineortho.com
26792033,,10/01/2008,,Clinical Laboratory,INTERIM HEALTHCARE,7999 PHILIPS HWY SUITE 304,,JACKSONVILLE,FL,32256,Duval,(904) 448-1133,7999 PHILIPS HWY STE 304,,JACKSONVILLE,FL,32256,Duval,FED CERTIFIED,,03/16/1994,,0,For-Profit,
19964378,299991846,03/09/2022,03/08/2024,Home Health Agency,INTERIM HHA OF ST AUGUSTINE INC,6950 PHILIPS HWY  STE 3,,JACKSONVILLE,FL,32216,Duval,(904) 448-1133,6950 PHILIPS HWY  STE 3,,JACKSONVILLE,FL,32216,Duval,LICENSED,INTERIM HHA OF ST AUGUSTINE INC,06/12/2003,GLENN ROBIN REEVES,0,For-Profit,www.interimhealthcare.com/jacksonville
26999664,,04/27/2021,,Clinical Laboratory,INTERIM HHA OF ST AUGUSTINE INC,6950 PHILIPS HWY STE 3,,JACKSONVILLE,FL,32216,Duval,(904) 448-1133,6950 PHILIPS HWY STE 3,,JACKSONVILLE,FL,32216,Duval,FED CERTIFIED,,,,0,,
26975232,,04/28/2009,,Clinical Laboratory,INTERNAL MEDICINE ASSOCIATES OF JACKSONVILLE PA,6320 SAINT AUGUSTINE RD UNITS 12A-B,,JACKSONVILLE,FL,32217,Duval,(904) 737-6200,6320 SAINT AUGUSTINE RD UNITS 12A-B,,JACKSONVILLE,FL,32217,Duval,FED CERTIFIED,,04/28/2005,,0,For-Profit,
26999352,,08/22/2022,,Clinical Laboratory,INTRACOASTAL DERMATOLOGY PLLC,4776 HODGES BLVD STE 105-6,,JACKSONVILLE,FL,32224,Duval,(904) 655-5310,600 VILLAGE SQUARE CROSSING #101,,PALM BEACH GARDENS,FL,33410,Palm Beach,FED CERTIFIED,,,,0,,
26988010,,01/08/2019,,Clinical Laboratory,INTRACOASTAL LABS INC,9965 SAN JOSE BLVD UNIT #30,,JACKSONVILLE,FL,32257,Duval,(904) 535-1099,9965 SAN JOSE BLVD UNIT #30,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,01/18/2019,,0,,
27007867,,12/21/2021,,Clinical Laboratory,INTRACOASTAL LABS  INC,725 SKYMARKS DR  #8,,JACKSONVILLE,FL,32218,Duval,(904) 648-9800,13979 SOUND OVERLOOK DR NORTH,,JACKSONVILLE,FL,32224,Duval,FED CERTIFIED,,12/21/2021,,0,,
16593,15981,09/08/2021,09/07/2023,Health Care Clinic Exemption,IRECOVERY LLC,301 W BAY ST  STE 14208,,JACKSONVILLE,FL,32202,Duval,(904) 664-1454,5030 CHAMPION BLVD  STE G11-535,,BOCA RATON,FL,33496,Palm Beach,EXEMP CERTIFIED,,09/08/2021,,0,For-Profit,
1387,15495,05/18/2021,05/17/2023,Health Care Clinic Exemption,ISELBORN CHIROPRACTIC AND PHYSICAL THERAPY,3355 HENDRICKS AVENUE,,JACKSONVILLE,FL,32207,Duval,,3355 HENDRICKS AVENUE,,JACKSONVILLE,FL,32207,Duval,EXEMP CERTIFIED,,05/18/2021,,0,For-Profit,
26998794,,,,Clinical Laboratory,ISLAND DOCTORS,1375 CASSAT AVE,,JACKSONVILLE,FL,32205,Duval,(904) 388-2820,1375 CASSAT AVE,,JACKSONVILLE,FL,32205,Duval,FED CERTIFIED,,,,0,,
27001627,,,,Clinical Laboratory,ISLAND DOCTORS,410 JACKSONVILLE DR,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 728-2159,410 JACKSONVILLE DR,,JACKSONVILLE BEACH,FL,32250,Duval,FED CERTIFIED,,,,0,,
27002846,,,,Clinical Laboratory,ISLAND DOCTORS,9965 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,(904) 669-2986,9965 SAN JOSE BLVD,,JACKSONVILLE,FL,32257,Duval,FED CERTIFIED,,,,0,,
27002847,,,,Clinical Laboratory,ISLAND DOCTORS,8011 MERRILL ROAD  STE 10,,JACKSONVILLE,FL,32277,Duval,(904) 669-2986,8011 MERRILL ROAD  STE 10,,JACKSONVILLE,FL,32277,Duval,FED CERTIFIED,,,,0,,
16595,15984,09/08/2021,09/07/2023,Health Care Clinic Exemption,IVX HEALTH,10400 SAN JOSE BLVD  STE 13,,JACKSONVILLE,FL,32257,Duval,(904) 339-7331,214 CENTERVIEW DR  STE 250,,BRENTWOOD,TN,37027,,EXEMP CERTIFIED,,09/08/2021,,0,For-Profit,
16596,15985,09/08/2021,09/07/2023,Health Care Clinic Exemption,IVX HEALTH,4509 SAINT JOHNS AVE  STE 4,,JACKSONVILLE,FL,32210,Duval,(904) 339-7334,214 CENTERVIEW DR  STE 250,,BRENTWOOD,TN,37027,,EXEMP CERTIFIED,,09/08/2021,,0,For-Profit,
17077,16392,12/09/2021,12/08/2023,Health Care Clinic Exemption,IVX HEALTH,9734 DEER LAKE CT STE 6,,JACKSONVILLE,FL,32246,Duval,(904) 339-7341,4012 CENTERVIEW DR STE 250,,BRENTWOOD,TN,37027,,EXEMP CERTIFIED,,12/09/2021,,0,For-Profit,
